year,game_code,Your Team,a_name_conference,a_result,a_points,a_rush,a_offense_rush_yards,a_defense_rush_yards,a_offense_pass_yards,a_defense_pass_yards,a_pass,a_incomplete_pass,a_penalty,a_penalty_yards,visit_date,stadium_name,city,state,capacity,surface,surfaceint,year_opened
2011,7.25E+14,Miami (Ohio)                                      ,Mid-American Conference                                                    ,1,14,12,76,144,152,64,23,10,1,5,10/8/2011,Fred C. Yager Stadium                                                      ,Oxford                                                                     ,OH,30012,FieldTurf                ,0,1983
2011,7.36E+14,Alabama                                           ,Southeastern Conference                                                    ,1,14,14,36,27,137,117,23,6,3,30,10/8/2011,Bryant-Denny Stadium                                                       ,Tuscaloosa                                                                 ,AL,101821,Grass                    ,1,1929
2011,6.26E+14,San Diego State                                   ,Mountain West Conference                                                   ,1,17,12,70,106,92,98,13,4,0,0,10/13/2011,Falcon Stadium                                                             ,Colorado Springs                                                           ,CO,46692,FieldTurf                ,0,1962
2011,8.04E+12,Mississippi                                       ,Southeastern Conference                                                    ,0,7,11,2,79,93,132,12,7,1,10,10/15/2011,Vaught-Hemingway Stadium                                                   ,Oxford                                                                     ,MS,60580,AstroPlay                ,0,1915
2011,9.07E+12,UAB                                               ,Conference USA                                                             ,0,17,14,35,52,215,221,22,11,2,20,10/15/2011,Skelly Stadium                                                             ,Tulsa                                                                      ,OK,40385,FieldTurf                ,0,1930
2011,2.81E+13,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,0,17,17,44,83,153,242,26,9,3,30,10/15/2011,Autzen Stadium                                                             ,Eugene                                                                     ,OR,54000,FieldTurf                ,0,1967
2011,4.71E+13,Ball State                                        ,Mid-American Conference                                                    ,1,10,21,117,62,91,121,22,11,1,14,10/15/2011,Peden Stadium                                                              ,Athens                                                                     ,OH,24000,FieldTurf                ,0,1929
2011,5.11E+13,Baylor                                            ,Big 12 Conference                                                          ,0,14,19,35,116,217,155,23,6,4,30,10/15/2011,Kyle Field                                                                 ,College Station                                                            ,TX,82600,Grass                    ,1,1929
2011,7.71E+13,Oregon State                                      ,Pac-12/Pac-10 Conference                                                   ,0,14,16,30,160,68,143,16,6,4,27,10/15/2011,Reser Stadium                                                              ,Corvallis                                                                  ,OR,35362,FieldTurf                ,0,1953
2011,1.47E+14,Clemson                                           ,Atlantic Coast Conference                                                  ,1,17,28,180,108,148,67,20,8,0,0,10/15/2011,Byrd Stadium                                                               ,College Park                                                               ,MD,62000,Grass                    ,1,1950
2011,1.96E+14,East Carolina                                     ,Conference USA                                                             ,1,7,18,110,20,207,58,22,5,0,0,10/15/2011,Liberty Bowl                                                               ,Memphis                                                                    ,TN,62380,FieldTurf                ,0,1965
2011,2.04E+14,Central Michigan                                  ,Mid-American Conference                                                    ,0,6,17,32,97,130,48,19,7,1,10,10/15/2011,Kelly/Shorts Stadium                                                       ,Mount Pleasant                                                             ,MI,30199,FieldTurf                ,0,1972
2011,2.35E+14,Florida                                           ,Southeastern Conference                                                    ,0,6,17,67,69,27,30,11,4,2,18,10/15/2011,Jordan-Hare Stadium                                                        ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939
2011,2.57E+14,Vanderbilt                                        ,Southeastern Conference                                                    ,0,7,14,76,86,82,112,19,9,4,15,10/15/2011,Vanderbilt Stadium                                                         ,Nashville                                                                  ,TN,39773,Grass                    ,1,1922
2011,2.95E+14,New Mexico State                                  ,Independent                                                                ,1,21,17,67,35,101,86,15,6,1,5,10/15/2011,Aggie Stadium                                                              ,Las Cruces                                                                 ,NM,40000,Grass                    ,1,1978
2011,3.27E+14,Texas                                             ,Big 12 Conference                                                          ,0,3,20,71,3,93,51,14,7,1,5,10/15/2011,Jones SBC Stadium                                                          ,Lubbock                                                                    ,TX,50000,FieldTurf                ,0,1947
2011,3.65E+14,Tennessee                                         ,Southeastern Conference                                                    ,0,7,17,48,45,160,100,12,6,6,26,10/15/2011,Neyland Stadium                                                            ,Knoxville                                                                  ,TN,102037,Grass                    ,1,1921
2011,3.67E+14,Cincinnati                                        ,Big East Conference/American Athletic                                      ,1,7,18,53,33,135,128,15,2,0,0,10/15/2011,Nippert Stadium                                                            ,Cincinnati                                                                 ,OH,38000,FieldTurf                ,0,1916
2011,4.14E+14,Miami (Ohio)                                      ,Mid-American Conference                                                    ,1,0,15,11,78,114,75,15,9,2,20,10/15/2011,Dix Stadium                                                                ,Kent                                                                       ,OH,29287,FieldTurf                ,0,1969
2011,4.18E+14,Michigan                                          ,Big Ten Conference                                                         ,0,7,17,107,97,43,62,14,10,6,37,10/15/2011,Spartan Stadium                                                            ,East Lansing                                                               ,MI,73000,Grass                    ,1,1923
2011,4.65E+14,Wyoming                                           ,Mountain West Conference                                                   ,1,20,16,103,101,77,73,12,7,3,31,10/15/2011,War Memorial Stadium                                                       ,Laramie                                                                    ,WY,33500,FieldTurf                ,0,1950
2011,4.97E+14,Louisiana-Lafayette                               ,Sun Belt Conference                                                        ,1,13,17,141,33,141,59,13,3,0,0,10/15/2011,Cajun Field                                                                ,Lafayette                                                                  ,LA,31000,Grass                    ,1,1971
2011,5.09E+14,Iowa                                              ,Big Ten Conference                                                         ,1,17,7,58,100,110,114,13,4,1,5,10/15/2011,Kinnick Stadium                                                            ,Iowa City                                                                  ,IA,70000,FieldTurf                ,0,1929
2011,5.18E+14,Ohio State                                        ,Big Ten Conference                                                         ,1,3,28,110,49,0,61,3,3,1,11,10/15/2011,Memorial Stadium                                                           ,Champaign                                                                  ,IL,70000,AstroPlay                ,0,1924
2011,5.59E+14,Purdue                                            ,Big Ten Conference                                                         ,0,6,19,114,90,150,62,16,8,2,5,10/15/2011,Beaver Stadium                                                             ,University Park                                                            ,PA,107282,Grass                    ,1,1960
2011,5.74E+14,Rice                                              ,Conference USA                                                             ,0,6,18,111,149,44,67,12,6,1,5,10/15/2011,Joan Edwards Stadium                                                       ,Huntington                                                                 ,WV,38016,FieldTurf                ,0,1991
2011,6.51E+14,Connecticut                                       ,Big East Conference/American Athletic                                      ,1,6,30,92,-11,77,-18,14,6,2,20,10/15/2011,Rentschler Field                                                           ,Hartford                                                                   ,CT,40000,Grass                    ,1,2003
2011,6.74E+14,Stanford                                          ,Pac-12/Pac-10 Conference                                                   ,1,10,16,93,38,87,81,16,5,1,5,10/15/2011,Martin Stadium                                                             ,Pullman                                                                    ,WA,40000,FieldTurf                ,0,1972
2011,7.09E+14,Toledo                                            ,Mid-American Conference                                                    ,1,0,18,57,45,106,131,17,6,3,15,10/15/2011,Doyt Perry Stadium                                                         ,Bowling Green                                                              ,OH,28599,FieldTurf                ,0,1966
2011,7.26E+14,Rutgers                                           ,Big East Conference/American Athletic                                      ,1,7,23,-2,44,180,2,15,3,0,0,10/15/2011,High Point Solutions Stadium                                               ,Piscataway                                                                 ,NJ,52454,FieldTurf                ,0,1994
2011,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,0,21,17,154,-14,137,179,13,7,2,10,10/15/2011,Bulldog Stadium                                                            ,Fresno                                                                     ,CA,41000,Grass                    ,1,1980
2011,7.32E+14,Pittsburgh                                        ,Atlantic Coast Conference                                                  ,0,14,17,65,60,34,79,14,9,3,25,10/15/2011,Heinz Field                                                                ,Pittsburgh                                                                 ,PA,64450,Grass                    ,1,2001
2011,7.74E+14,Western Michigan                                  ,Mid-American Conference                                                    ,0,15,18,53,118,140,91,28,11,1,5,10/15/2011,Huskie Stadium                                                             ,De Kalb                                                                    ,IL,30076,FieldTurf                ,0,1965
2011,2.31E+14,Florida International                             ,Conference USA                                                             ,0,6,15,42,103,93,46,20,8,4,25,10/18/2011,ASU Stadium                                                                ,Jonesboro                                                                  ,AR,30964,FieldTurf                ,0,1974
2011,5.87E+14,Rutgers                                           ,Big East Conference/American Athletic                                      ,0,6,18,68,50,121,55,18,7,3,17,10/21/2011,Papa John's Cardinal Stadium                                               ,Louisville                                                                 ,KY,42000,FieldTurf                ,0,1998
2011,7.68E+14,Syracuse                                          ,Atlantic Coast Conference                                                  ,1,21,20,70,11,114,135,20,8,3,20,10/21/2011,Carrier Dome                                                               ,Syracuse                                                                   ,NY,49250,FieldTurf                ,0,1980
2011,3.10E+13,Mississippi                                       ,Southeastern Conference                                                    ,0,17,27,126,51,119,72,12,2,1,3,10/22/2011,Vaught-Hemingway Stadium                                                   ,Oxford                                                                     ,MS,60580,AstroPlay                ,0,1915
2011,6.71E+13,Virginia Tech                                     ,Atlantic Coast Conference                                                  ,1,3,15,59,4,142,142,25,13,0,0,10/22/2011,Lane Stadium                                                               ,Blacksburg                                                                 ,VA,66233,Grass                    ,1,1965
2011,9.60E+13,Nevada                                            ,Mountain West Conference                                                   ,1,20,18,101,142,189,70,13,3,0,0,10/22/2011,Mackay Stadium                                                             ,Reno                                                                       ,NV,31000,FieldTurf                ,0,1966
2011,1.40E+14,Cincinnati                                        ,Big East Conference/American Athletic                                      ,1,10,15,34,37,79,175,23,8,1,15,10/22/2011,Raymond James Stadium                                                      ,Tampa                                                                      ,FL,41441,Grass                    ,1,1998
2011,1.56E+14,UTEP                                              ,Conference USA                                                             ,1,17,14,136,63,136,71,8,2,1,5,10/22/2011,Sun Bowl                                                                   ,El Paso                                                                    ,TX,50426,AstroPlay                ,0,1963
2011,1.96E+14,East Carolina                                     ,Conference USA                                                             ,1,14,20,46,64,248,25,26,2,0,0,10/22/2011,Navy-Marine Corps Memorial Stadium                                         ,Annapolis                                                                  ,MD,35000,FieldTurf                ,0,1959
2011,2.55E+14,Miami (Florida)                                   ,Atlantic Coast Conference                                                  ,1,21,16,52,110,104,71,15,10,1,0,10/22/2011,Sun Life Stadium                                                           ,Miami                                                                      ,FL,75235,Grass                    ,1,1987
2011,3.15E+14,Kentucky                                          ,Southeastern Conference                                                    ,1,21,25,119,114,74,78,9,4,4,30,10/22/2011,Commonwealth Stadium                                                       ,Lexington                                                                  ,KY,67606,Grass                    ,1,1973
2011,3.27E+14,Kansas                                            ,Big 12 Conference                                                          ,0,14,20,34,96,143,191,21,5,0,0,10/22/2011,Memorial Stadium                                                           ,Lawrence                                                                   ,KS,50250,AstroPlay                ,0,1921
2011,3.66E+14,Utah State                                        ,Mountain West Conference                                                   ,0,10,25,46,17,79,97,11,2,4,30,10/22/2011,Romney Stadium                                                             ,Logan                                                                      ,UT,30257,SportsTurf               ,0,1968
2011,4.04E+14,Memphis                                           ,Big East Conference/American Athletic                                      ,1,14,15,9,57,185,101,19,7,1,5,10/22/2011,Louisiana Superdome                                                        ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975
2011,4.57E+14,North Carolina                                    ,Atlantic Coast Conference                                                  ,0,17,12,50,15,309,201,18,6,1,10,10/22/2011,Memorial Stadium                                                           ,Clemson                                                                    ,SC,86400,Grass                    ,1,1942
2011,4.72E+14,New Mexico State                                  ,Independent                                                                ,0,14,19,36,81,163,123,21,11,0,0,10/22/2011,Aloha Stadium                                                              ,Honolulu                                                                   ,HI,50000,FieldTurf                ,0,1975
2011,4.98E+14,Louisiana-Monroe                                  ,Sun Belt Conference                                                        ,0,14,15,41,49,78,160,14,8,0,0,10/22/2011,Apogee Stadium                                                             ,Denton                                                                     ,TX,30850,FieldTurf                ,0,2011
2011,5.03E+14,Buffalo                                           ,Mid-American Conference                                                    ,0,10,18,51,78,188,97,21,6,3,30,10/22/2011,UB Stadium                                                                 ,Buffalo                                                                    ,NY,31000,Sportexe Momentum        ,0,1993
2011,5.19E+14,Ohio                                              ,Mid-American Conference                                                    ,1,10,20,132,50,147,86,18,5,1,6,10/22/2011,InfoCision Stadium-Summa Field                                             ,Akron                                                                      ,OH,30000,ProGrass                 ,0,2009
2011,5.21E+14,Missouri                                          ,Southeastern Conference                                                    ,0,17,26,159,36,88,281,11,7,0,0,10/22/2011,Faurot Field                                                               ,Columbia                                                                   ,MO,62000,FieldTurf                ,0,1927
2011,5.28E+14,Washington State                                  ,Pac-12/Pac-10 Conference                                                   ,0,14,22,50,119,149,138,13,3,2,26,10/22/2011,CenturyLink Field                                                          ,Seattle                                                                    ,WA,67000,FieldTurf                ,0,2002
2011,5.39E+14,Penn State                                        ,Big Ten Conference                                                         ,1,27,17,130,78,144,195,20,6,2,15,10/22/2011,Ryan Field                                                                 ,Evanston                                                                   ,IL,49256,Grass                    ,1,1926
2011,6.57E+14,Notre Dame                                        ,Independent                                                                ,0,10,6,17,101,110,119,22,9,1,15,10/22/2011,Notre Dame Stadium                                                         ,South Bend                                                                 ,IN,80795,Grass                    ,1,1930
2011,6.63E+14,SMU                                               ,Big East Conference/American Athletic                                      ,0,3,12,56,6,114,79,16,7,1,15,10/22/2011,Roberts Stadium                                                            ,Hattiesburg                                                                ,MS,33000,Sportexe Momentum        ,0,1976
2011,6.71E+14,Western Kentucky                                  ,Sun Belt Conference                                                        ,1,21,23,86,142,62,133,12,2,1,5,10/22/2011,L.T. Smith Stadium                                                         ,Bowling Green                                                              ,KY,17500,AstroPlay                ,0,1968
2011,6.90E+14,Bowling Green                                     ,Mid-American Conference                                                    ,1,3,17,68,92,69,29,18,8,4,30,10/22/2011,Doyt Perry Stadium                                                         ,Bowling Green                                                              ,OH,28599,FieldTurf                ,0,1966
2011,6.94E+14,Alabama                                           ,Southeastern Conference                                                    ,1,6,13,39,61,135,38,15,6,4,25,10/22/2011,Bryant-Denny Stadium                                                       ,Tuscaloosa                                                                 ,AL,101821,Grass                    ,1,1929
2011,6.97E+14,Iowa State                                        ,Big 12 Conference                                                          ,0,7,18,81,51,132,152,22,14,2,10,10/22/2011,Trice Stadium                                                              ,Ames                                                                       ,IA,50000,Grass                    ,1,1975
2011,7.19E+14,Rice                                              ,Conference USA                                                             ,0,10,19,57,-17,207,154,22,7,3,26,10/22/2011,Rice Stadium                                                               ,Houston                                                                    ,TX,70000,FieldTurf                ,0,1950
2011,7.21E+14,Boise State                                       ,Mountain West Conference                                                   ,1,20,11,-18,223,154,65,13,2,3,21,10/22/2011,Bronco Stadium                                                             ,Boise                                                                      ,ID,37000,AstroPlay                ,0,1970
2011,7.49E+14,Wake Forest                                       ,Atlantic Coast Conference                                                  ,1,17,20,83,40,135,77,15,3,4,25,10/22/2011,Wallace Wade Stadium                                                       ,Durham                                                                     ,NC,33941,Grass                    ,1,1929
2011,7.74E+14,Western Michigan                                  ,Mid-American Conference                                                    ,0,0,15,46,37,100,53,21,6,2,15,10/22/2011,Rynearson Stadium                                                          ,Ypsilanti                                                                  ,MI,30200,FieldTurf                ,0,1969
2011,7.46E+14,Miami (Florida)                                   ,Atlantic Coast Conference                                                  ,0,7,13,-38,78,184,182,16,6,2,13,10/27/2011,Sun Life Stadium                                                           ,Miami                                                                      ,FL,75235,Grass                    ,1,1987
2011,2.91E+13,Arizona                                           ,Pac-12/Pac-10 Conference                                                   ,0,13,13,32,22,163,139,26,11,4,29,10/29/2011,Husky Stadium                                                              ,Seattle                                                                    ,WA,72500,FieldTurf                ,0,1920
2011,3.11E+13,Arkansas                                          ,Southeastern Conference                                                    ,1,14,12,22,121,162,107,21,7,0,0,10/29/2011,Vanderbilt Stadium                                                         ,Nashville                                                                  ,TN,39773,Grass                    ,1,1922
2011,4.71E+13,Western Michigan                                  ,Mid-American Conference                                                    ,1,35,18,61,36,323,229,24,7,3,10,10/29/2011,Waldo Stadium                                                              ,Kalamazoo                                                                  ,MI,30200,FieldTurf                ,0,1937
2011,7.10E+13,Kent State                                        ,Mid-American Conference                                                    ,1,10,19,133,-1,95,148,13,6,1,5,10/29/2011,Dix Stadium                                                                ,Kent                                                                       ,OH,29287,FieldTurf                ,0,1969
2011,1.07E+14,UCLA                                              ,Pac-12/Pac-10 Conference                                                   ,1,17,26,173,82,66,135,12,6,0,0,10/29/2011,Rose Bowl                                                                  ,Pasadena                                                                   ,CA,91136,Grass                    ,1,1922
2011,1.29E+14,Akron                                             ,Mid-American Conference                                                    ,0,0,19,26,78,3,119,13,5,1,0,10/29/2011,InfoCision Stadium-Summa Field                                             ,Akron                                                                      ,OH,30000,ProGrass                 ,0,2009
2011,2.57E+14,Florida                                           ,Southeastern Conference                                                    ,0,17,11,26,93,223,157,20,10,2,14,10/29/2011,Jacksonville Municipal Stadium                                             ,Jacksonville                                                               ,FL,73800,Grass                    ,1,1946
2011,2.77E+14,Hawai'i                                           ,Mountain West Conference                                                   ,1,13,12,45,48,176,-1,24,8,3,40,10/29/2011,Kibbie Dome                                                                ,Moscow                                                                     ,ID,15820,AstroTurf                ,0,1975
2011,3.01E+14,Penn State                                        ,Big Ten Conference                                                         ,1,0,19,141,39,33,-50,17,13,4,25,10/29/2011,Beaver Stadium                                                             ,University Park                                                            ,PA,107282,Grass                    ,1,1960
2011,3.12E+14,Iowa                                              ,Big Ten Conference                                                         ,0,7,23,177,62,40,94,14,4,3,35,10/29/2011,TCF Bank Stadium                                                           ,Minneapolis                                                                ,MN,50805,FieldTurf                ,0,2009
2011,4.16E+14,Michigan State                                    ,Big Ten Conference                                                         ,0,3,18,57,100,56,51,15,10,3,18,10/29/2011,Memorial Stadium                                                           ,Lincoln                                                                    ,NE,87091,FieldTurf                ,0,1923
2011,4.33E+14,Mississippi                                       ,Southeastern Conference                                                    ,0,17,27,166,113,74,114,10,4,2,10,10/29/2011,Jordan-Hare Stadium                                                        ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939
2011,6.30E+14,San Jose State                                    ,Mountain West Conference                                                   ,0,14,9,6,147,241,190,21,6,4,49,10/29/2011,Joe Aillet Stadium                                                         ,Ruston                                                                     ,LA,30000,FieldTurf                ,0,1968
2011,6.48E+14,Tennessee                                         ,Southeastern Conference                                                    ,0,3,17,16,68,99,70,20,11,2,15,10/29/2011,Neyland Stadium                                                            ,Knoxville                                                                  ,TN,102037,Grass                    ,1,1921
2011,6.64E+14,UTEP                                              ,Conference USA                                                             ,0,10,18,49,67,125,90,15,5,2,28,10/29/2011,Sun Bowl                                                                   ,El Paso                                                                    ,TX,50426,AstroPlay                ,0,1963
2011,6.74E+14,Stanford                                          ,Pac-12/Pac-10 Conference                                                   ,1,10,15,70,5,96,146,14,5,0,0,10/29/2011,LA Coliseum                                                                ,Los Angeles                                                                ,CA,92000,Grass                    ,1,1923
2011,6.88E+14,Louisville                                        ,Big East Conference/American Athletic                                      ,1,14,17,44,47,118,58,14,3,3,23,10/29/2011,Papa John's Cardinal Stadium                                               ,Louisville                                                                 ,KY,42000,FieldTurf                ,0,1998
2011,7.18E+14,East Carolina                                     ,Conference USA                                                             ,1,17,16,125,71,178,104,25,11,2,10,10/29/2011,Dowdy Ficklen Stadium                                                      ,Greenville                                                                 ,NC,43000,Grass                    ,1,1963
2011,7.42E+14,Duke                                              ,Atlantic Coast Conference                                                  ,0,7,13,-49,175,224,52,22,10,4,40,10/29/2011,Wallace Wade Stadium                                                       ,Durham                                                                     ,NC,33941,Grass                    ,1,1929
2011,7.49E+14,Wake Forest                                       ,Atlantic Coast Conference                                                  ,0,10,13,77,102,2,136,19,5,0,0,10/29/2011,Kenan Stadium                                                              ,Chapel Hill                                                                ,NC,61836,Grass                    ,1,1927
2011,7.68E+14,West Virginia                                     ,Big 12 Conference                                                          ,1,21,15,210,186,87,109,17,7,3,15,10/29/2011,High Point Solutions Stadium                                               ,Piscataway                                                                 ,NJ,52454,FieldTurf                ,0,1994
2011,7.96E+14,Wisconsin                                         ,Big Ten Conference                                                         ,0,7,11,17,69,114,35,15,4,1,5,10/29/2011,Ohio Stadium                                                               ,Columbus                                                                   ,OH,102329,FieldTurf                ,0,1922
2011,8.11E+14,San Diego State                                   ,Mountain West Conference                                                   ,0,13,15,38,103,135,281,9,4,4,34,10/29/2011,Qualcomm Stadium                                                           ,San Diego                                                                  ,CA,71294,Grass                    ,1,1967
2011,5.03E+14,Northern Illinois                                 ,Mid-American Conference                                                    ,1,28,16,69,100,129,131,12,5,3,25,11/1/2011,Glass Bowl                                                                 ,Toledo                                                                     ,OH,26248,NexTurf                  ,0,1937
2011,6.90E+14,Ohio                                              ,Mid-American Conference                                                    ,1,14,20,87,87,202,60,16,6,4,20,11/2/2011,Peden Stadium                                                              ,Athens                                                                     ,OH,24000,FieldTurf                ,0,1929
2011,7.19E+14,UCF                                               ,Big East Conference/American Athletic                                      ,0,14,23,67,115,144,93,14,5,0,0,11/3/2011,Bright House Networks Stadium                                              ,Orlando                                                                    ,FL,45301,Grass                    ,1,2007
2011,1.29E+14,Kent State                                        ,Mid-American Conference                                                    ,1,14,13,57,83,179,185,20,11,1,5,11/4/2011,Dix Stadium                                                                ,Kent                                                                       ,OH,29287,FieldTurf                ,0,1969
2011,2.80E+13,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,0,14,21,111,103,129,48,17,8,4,29,11/5/2011,Rose Bowl                                                                  ,Pasadena                                                                   ,CA,91136,Grass                    ,1,1922
2011,3.00E+13,Arkansas State                                    ,Sun Belt Conference                                                        ,1,18,25,94,74,157,64,23,7,2,9,11/5/2011,FAU Stadium                                                                ,Boca Raton                                                                 ,FL,30000,Grass                    ,1,2011
2011,4.70E+13,Ball State                                        ,Mid-American Conference                                                    ,1,20,11,44,149,194,146,15,6,5,37,11/5/2011,Rynearson Stadium                                                          ,Ypsilanti                                                                  ,MI,30200,FieldTurf                ,0,1969
2011,6.60E+13,Boise State                                       ,Mountain West Conference                                                   ,1,21,13,19,101,133,101,19,6,3,25,11/5/2011,Sam Boyd Stadium                                                           ,Las Vegas                                                                  ,NV,36800,TurfTech                 ,0,1971
2011,1.40E+14,Cincinnati                                        ,Big East Conference/American Athletic                                      ,1,13,17,127,82,165,124,16,4,0,0,11/5/2011,Heinz Field                                                                ,Pittsburgh                                                                 ,PA,64450,Grass                    ,1,2001
2011,2.31E+14,Florida International                             ,Conference USA                                                             ,1,6,12,44,101,8,131,11,5,5,25,11/5/2011,L.T. Smith Stadium                                                         ,Bowling Green                                                              ,KY,17500,AstroPlay                ,0,1968
2011,2.88E+14,Houston                                           ,Big East Conference/American Athletic                                      ,1,21,22,-31,69,184,100,25,4,3,22,11/5/2011,Legion Field                                                               ,Birmingham                                                                 ,AL,71594,FieldTurf                ,0,1927
2011,3.06E+14,Indiana                                           ,Big Ten Conference                                                         ,0,13,26,93,159,99,48,12,5,1,5,11/5/2011,Ohio Stadium                                                               ,Columbus                                                                   ,OH,102329,FieldTurf                ,0,1922
2011,3.28E+14,Kansas                                            ,Big 12 Conference                                                          ,0,7,24,86,106,82,105,13,6,2,20,11/5/2011,Trice Stadium                                                              ,Ames                                                                       ,IA,50000,Grass                    ,1,1975
2011,3.67E+14,West Virginia                                     ,Big 12 Conference                                                          ,0,21,15,41,75,187,146,23,7,1,5,11/5/2011,Mountaineer Field                                                          ,Morgantown                                                                 ,WV,63500,FieldTurf                ,0,1980
2011,4.18E+14,Michigan                                          ,Big Ten Conference                                                         ,0,6,20,104,56,-6,111,14,6,1,5,11/5/2011,Kinnick Stadium                                                            ,Iowa City                                                                  ,IA,70000,FieldTurf                ,0,1929
2011,4.33E+14,Mississippi                                       ,Southeastern Conference                                                    ,0,6,20,136,59,66,128,12,5,2,11,11/5/2011,Commonwealth Stadium                                                       ,Lexington                                                                  ,KY,67606,Grass                    ,1,1973
2011,4.34E+14,Missouri                                          ,Southeastern Conference                                                    ,0,14,23,178,52,25,164,12,3,2,20,11/5/2011,Floyd Casey Stadium                                                        ,Waco                                                                       ,TX,50000,Prestige System          ,0,1950
2011,4.57E+14,North Carolina State                              ,Atlantic Coast Conference                                                  ,1,10,21,54,-14,75,57,21,11,3,20,11/5/2011,Carter Finley Stadium                                                      ,Raleigh                                                                    ,NC,56800,Grass                    ,1,1966
2011,4.73E+14,San Diego State                                   ,Mountain West Conference                                                   ,1,14,25,95,38,107,80,12,4,2,10,11/5/2011,Qualcomm Stadium                                                           ,San Diego                                                                  ,CA,71294,Grass                    ,1,1967
2011,5.09E+14,Nebraska                                          ,Big Ten Conference                                                         ,0,3,21,-8,67,39,105,13,2,0,0,11/5/2011,Memorial Stadium                                                           ,Lincoln                                                                    ,NE,87091,FieldTurf                ,0,1923
2011,5.13E+14,Wake Forest                                       ,Atlantic Coast Conference                                                  ,0,17,21,89,70,104,53,14,4,1,12,11/5/2011,Groves Stadium                                                             ,Winston Salem                                                              ,NC,31500,FieldTurf                ,0,1968
2011,5.29E+14,Washington                                        ,Pac-12/Pac-10 Conference                                                   ,0,10,25,51,92,116,72,18,2,2,15,11/5/2011,Husky Stadium                                                              ,Seattle                                                                    ,WA,72500,FieldTurf                ,0,1920
2011,6.48E+14,Arkansas                                          ,Southeastern Conference                                                    ,1,24,16,78,35,212,28,22,10,5,30,11/5/2011,Donald W. Reynolds Razorback Stadium                                       ,Fayetteville                                                               ,AR,72000,Sportexe PowerBlade      ,0,1938
2011,6.88E+14,Connecticut                                       ,Big East Conference/American Athletic                                      ,1,7,22,-3,108,19,116,11,4,3,15,11/5/2011,Rentschler Field                                                           ,Hartford                                                                   ,CT,40000,Grass                    ,1,2003
2011,6.97E+14,Oklahoma                                          ,Big 12 Conference                                                          ,1,13,23,64,116,80,202,26,16,3,15,11/5/2011,Memorial Stadium at Owen Field                                             ,Norman                                                                     ,OK,81207,Grass                    ,1,1923
2011,6.98E+14,TCU                                               ,Big 12 Conference                                                          ,1,17,21,173,114,58,88,15,4,0,0,11/5/2011,War Memorial Stadium                                                       ,Laramie                                                                    ,WY,33500,FieldTurf                ,0,1950
2011,7.04E+14,UTEP                                              ,Conference USA                                                             ,0,24,13,30,153,143,182,11,5,1,5,11/5/2011,Rice Stadium                                                               ,Houston                                                                    ,TX,70000,FieldTurf                ,0,1950
2011,7.25E+14,Army                                              ,Independent                                                                ,0,14,44,40,77,0,25,2,2,4,25,11/5/2011,Falcon Stadium                                                             ,Colorado Springs                                                           ,CO,46692,FieldTurf                ,0,1962
2011,7.46E+14,Virginia                                          ,Atlantic Coast Conference                                                  ,1,14,17,3,83,175,146,20,7,3,10,11/5/2011,Byrd Stadium                                                               ,College Park                                                               ,MD,62000,Grass                    ,1,1950
2011,5.03E+14,Bowling Green                                     ,Mid-American Conference                                                    ,0,14,8,22,164,136,153,28,11,1,15,11/8/2011,Doyt Perry Stadium                                                         ,Bowling Green                                                              ,OH,28599,FieldTurf                ,0,1966
2011,7.74E+14,Toledo                                            ,Mid-American Conference                                                    ,1,28,25,166,-52,241,288,26,5,1,5,11/8/2011,Glass Bowl                                                                 ,Toledo                                                                     ,OH,26248,NexTurf                  ,0,1937
